regularizer,lr,batch_size,fold,accuracy,val_accuracy,mse,val_mse
0.002024579667952527,0.012653487082888602,96,1,0.6222222447395325,0.6470588445663452,0.23157870769500732,0.2545936405658722
3.564618708178349e-06,0.05939068655490936,64,2,0.6222222447395325,0.7647058963775635,0.24035966396331787,0.19380995631217957
0.004145844106719042,0.045606393482421195,96,3,0.5925925970077515,0.7941176295280457,0.2341824322938919,0.18523278832435608
0.3095405935697704,0.04994936166807523,32,4,0.6370370388031006,0.7352941036224365,0.22253969311714172,0.23339368402957916
0.0028603300912973403,0.0020693872390411313,96,5,0.4779411852359772,0.6666666865348816,0.31910666823387146,0.25221800804138184
