regularizer,lr,batch_size,fold,accuracy,val_accuracy,mse,val_mse
0.03656870642148294,0.04698659232590374,64,1,0.8383838534355164,0.8799999952316284,0.15643450617790222,0.17219004034996033
0.005153364515970095,0.004538367827077056,32,2,0.6969696879386902,0.800000011920929,0.18454863131046295,0.17744189500808716
7.632055310825638e-06,0.08878609262206902,16,3,0.7979797720909119,0.800000011920929,0.1492345929145813,0.18260665237903595
0.10386372964902509,0.015113952608375439,32,4,0.7979797720909119,0.8399999737739563,0.17072021961212158,0.18524612486362457
0.008560367053809864,0.08893582862022424,96,5,0.8100000023841858,0.7916666865348816,0.1489369124174118,0.1779162734746933
