regularizer,lr,batch_size,fold,accuracy,val_accuracy,mse,val_mse
1.8957809823036816e-06,1.4325871393137976e-05,16,5,0.6693548560142517,0.6134259104728699,0.21511945128440857,0.2572137117385864
