regularizer,lr,batch_size,fold,mse,val_mse,mean_euclidean_error,val_mean_euclidean_error
1.3172167908838638e-05,0.04784502774524944,24,1,0.6459007265894238,0.7352631755414525,1.3738896213462257,1.2994655480308268
1.2117136992178482e-06,0.02232168822254706,26,2,0.7591508253777212,0.681373806716351,1.470147897716992,1.4322230362157722
1.1219764079671103e-05,0.053126031475982986,24,3,0.6086565604480326,0.7721153974839993,1.2953904881011151,1.5218375507304636
8.908992643270702e-06,0.06452985736143793,32,4,0.6173630588252293,0.6959439654524057,1.2999012782663777,1.3792615763469322
1.98683583884199e-05,0.06127715478005756,12,5,0.6724947085160823,0.5524188399677781,1.371195004979171,1.2090883280929616
