regularizer,lr,batch_size,fold,mse,val_mse,mean_euclidean_error,val_mean_euclidean_error
1.98683583884199e-05,0.06127715478005756,12,5,0.712055037658615,1.1170572977146225,1.4189492400178334,1.6824210652424805
