n_centers,gamma,optimizer,learning_rate,batch_size,test_loss,val_loss,test_mse
15,1.0,<class 'keras.src.optimizers.adam.Adam'>,0.001,32,0.8933985233306885,1.030807614326477,0.8933984933091543
15,1.0,<class 'keras.src.optimizers.adam.Adam'>,0.001,64,0.8967680931091309,1.0316859483718872,0.8967681134366781
15,1.0,<class 'keras.src.optimizers.adam.Adam'>,0.001,128,0.895663321018219,1.0315887928009033,0.895663290941461
15,1.0,<class 'keras.src.optimizers.adam.Adam'>,0.01,32,0.8938050866127014,1.030988335609436,0.8938051407021718
15,1.0,<class 'keras.src.optimizers.adam.Adam'>,0.01,64,0.8943293690681458,1.0203193426132202,0.8943293220836215
15,1.0,<class 'keras.src.optimizers.adam.Adam'>,0.01,128,0.8918023705482483,1.0319476127624512,0.8918023613363761
15,1.0,<class 'keras.src.optimizers.sgd.SGD'>,0.001,32,0.8961533904075623,1.0318255424499512,0.8961534523555158
15,1.0,<class 'keras.src.optimizers.sgd.SGD'>,0.001,64,0.8971843123435974,1.0324023962020874,0.8971843264630553
15,1.0,<class 'keras.src.optimizers.sgd.SGD'>,0.001,128,0.8961585760116577,1.0322961807250977,0.8961586896445598
15,1.0,<class 'keras.src.optimizers.sgd.SGD'>,0.01,32,0.8966091871261597,1.032425045967102,0.896609195079324
15,1.0,<class 'keras.src.optimizers.sgd.SGD'>,0.01,64,0.8974676728248596,1.0316195487976074,0.897467685036347
15,1.0,<class 'keras.src.optimizers.sgd.SGD'>,0.01,128,0.895992636680603,1.031549096107483,0.8959926881833108
