batch_size,regularizer,lr,fold,train_loss,val_loss
12,1.2133189506276987e-06,0.002625747064668164,1,0.4258820414543152,0.539474368095398
13,0.000985912272343646,0.044445827303744474,2,0.16565273702144623,0.1972237229347229
6,0.006437955062142174,0.02940337674076969,3,0.19386287033557892,0.22247032821178436
5,0.00019358557532246181,1.0710980159350446e-06,4,1.0159732103347778,1.4417003393173218
14,0.0002784357793629969,0.09436345894030303,5,0.1790250688791275,0.15329498052597046
