regularizer,lr,batch_size,fold,mse,val_mse,mean_euclidean_error,val_mean_euclidean_error
0.0002468372044810204,0.06699154376730783,16,1,0.6585546545163641,0.8223252599677459,1.3812835445176612,1.37550579946326
3.5591873621940123e-06,0.00845643429661256,16,2,0.760762920742684,0.8088769113261793,1.4591746435557482,1.5208871570526499
0.0004857459582769864,0.049747959466247424,96,3,0.6562366572353063,0.8057370974723937,1.33637090492062,1.5138571313484386
0.0006962324401717676,0.02976127114291316,16,4,0.653856057755822,0.7452738469389886,1.340182301904974,1.485118935370192
4.682632695854463e-05,0.016107733753153157,16,5,0.7145058723077895,0.6114696949657947,1.4245221374248314,1.3057131054250262
