regularizer,lr,batch_size,fold,mse,val_mse,mean_euclidean_error,val_mean_euclidean_error
4.682632695854463e-05,0.016107733753153157,16,5,0.6627398304113608,0.9369705357283487,1.3747622652237252,1.5126772751701543
