batch_size,units,dropout,num_layers,units_hidden,learning_rate,momentum,reg,train_loss,test_loss,accuracy,val_accuracy,mse,val_mse
24,384,0.1,7,96,0.0007389159591781176,0.9,0.00038129678768194814,0.5254762172698975,0.5233362317085266,0.6612903475761414,0.7384259104728699,0.24695223569869995,0.24482418596744537
