regularizer,lr,batch_size,fold,accuracy,val_accuracy,mse,val_mse
2.116913515999258e-06,0.005369895966681998,48,1,0.8659793734550476,0.9200000166893005,0.11916298419237137,0.11373523622751236
1.2295566757326505e-05,0.01757432176902763,96,2,0.907216489315033,1.0,0.07818755507469177,0.0783105343580246
0.04221212427861047,0.02941078256164417,128,3,0.9387755393981934,0.9166666865348816,0.09097690135240555,0.12603646516799927
0.017755367821219552,0.002782071487072218,16,4,0.8469387888908386,1.0,0.12742739915847778,0.05685761570930481
1.0577490694746572e-06,0.0046471762445727625,64,5,0.918367326259613,0.9166666865348816,0.10848046094179153,0.11826658248901367
