regularizer,lr,batch_size,fold,accuracy,val_accuracy,mse,val_mse
0.049906681804157325,0.003978279914795542,96,1,0.6074073910713196,0.7352941036224365,0.2423602044582367,0.23795881867408752
0.09217014245037744,0.03226986638334395,64,2,0.6222222447395325,0.7647058963775635,0.23381255567073822,0.20770615339279175
0.0004062080598067199,0.05291511392586783,96,3,0.6074073910713196,0.7941176295280457,0.23349834978580475,0.19041383266448975
0.00034833727995289994,0.014666927642574478,16,4,0.48148149251937866,0.6470588445663452,0.31142136454582214,0.28209933638572693
0.004075924044960707,0.015729894052781183,16,5,0.5514705777168274,0.6666666865348816,0.2654334306716919,0.26883071660995483
